qset	tset	eval	qsetname	tsetname
21265.0	2085.0	0.0001875	KB732161.1	KU760857.1
21265.0	5001.0	0.000472	KB732161.1	AF503408.1
21265.0	230.0	0.004496	KB732161.1	AF234172.1
21265.0	4984.0	0.004496	KB732161.1	AF234173.1
21265.0	6160.0	0.0117	KB732161.1	FO818745.1
21294.0	4557.0	6.548e-05	KB732627.1	MF356679.1
21300.0	239.0	0.9037	KB732749.1	AP000363.1
21300.0	2299.0	0.9037	KB732749.1	AP005153.1
21300.0	2300.0	0.9037	KB732749.1	AP005154.1
21300.0	3075.0	0.9037	KB732749.1	KJ909655.1
21300.0	3076.0	0.9037	KB732749.1	KP682372.1
21300.0	3077.0	0.9037	KB732749.1	KP682373.1
21300.0	3078.0	0.9037	KB732749.1	KP682375.1
21300.0	3079.0	0.9037	KB732749.1	KP682377.1
21300.0	3080.0	0.9037	KB732749.1	KP682378.1
21300.0	3081.0	0.9037	KB732749.1	KP682379.1
21300.0	3082.0	0.9037	KB732749.1	KP682380.1
21300.0	3083.0	0.9037	KB732749.1	KP682382.1
21300.0	3084.0	0.9037	KB732749.1	KP682383.1
21300.0	3085.0	0.9037	KB732749.1	KP682384.1
21300.0	3086.0	0.9037	KB732749.1	KP682385.1
21300.0	3087.0	0.9037	KB732749.1	KP682386.1
21300.0	3088.0	0.9037	KB732749.1	KP682387.1
21300.0	3089.0	0.9037	KB732749.1	KP682388.1
21300.0	3090.0	0.9037	KB732749.1	KP682389.1
21300.0	3091.0	0.9037	KB732749.1	KP682390.1
21300.0	3092.0	0.9037	KB732749.1	KP682392.1
21300.0	3093.0	0.9037	KB732749.1	KP682376.1
21300.0	3094.0	0.9037	KB732749.1	KP682391.1
21300.0	3096.0	0.9037	KB732749.1	AP012531.1
21300.0	3772.0	0.9037	KB732749.1	KU238069.1
21300.0	3774.0	0.9037	KB732749.1	KU238068.1
21303.0	4557.0	3.115e-06	KB732815.1	MF356679.1
21303.0	3719.0	0.5793	KB732815.1	KT898133.1
21303.0	3721.0	0.5793	KB732815.1	KT898134.1
21318.0	4557.0	0.0003806	KB732996.1	MF356679.1
21318.0	3719.0	0.0004482	KB732996.1	KT898133.1
21318.0	3721.0	0.0004482	KB732996.1	KT898134.1
21318.0	4146.0	0.02047	KB732996.1	KY087898.2
21318.0	1373.0	0.02047	KB732996.1	KF534715.1
21318.0	936.0	0.2485	KB732996.1	JQ066768.1
21318.0	5342.0	0.4602	KB732996.1	KY883638.1
21318.0	5343.0	0.4602	KB732996.1	KY883639.1
21318.0	7801.0	0.4602	KB732996.1	MH310933.1
21318.0	3320.0	0.4602	KB732996.1	HQ641353.1
21318.0	3321.0	0.4602	KB732996.1	HQ641354.1
21318.0	5360.0	0.4602	KB732996.1	KY883634.1
21318.0	7802.0	0.4602	KB732996.1	MH310935.1
21318.0	674.0	0.4602	KB732996.1	HQ641347.1
21318.0	3315.0	0.4602	KB732996.1	HQ641348.1
21318.0	3316.0	0.4602	KB732996.1	HQ641349.1
21318.0	3317.0	0.4602	KB732996.1	HQ641350.1
21318.0	3318.0	0.4602	KB732996.1	HQ641351.1
21318.0	3319.0	0.4602	KB732996.1	HQ641352.1
21318.0	4079.0	0.4602	KB732996.1	KY065147.1
21318.0	5338.0	0.4602	KB732996.1	KY883636.1
21318.0	5345.0	0.4602	KB732996.1	KY883640.1
21318.0	5347.0	0.4602	KB732996.1	KY883637.1
21318.0	5361.0	0.4602	KB732996.1	KY883635.1
21318.0	7766.0	0.4602	KB732996.1	MH310934.1
21318.0	7767.0	0.4602	KB732996.1	MH310936.1
21326.0	2085.0	0.0952	KB733058.1	KU760857.1
21326.0	5001.0	0.0952	KB733058.1	AF503408.1
21326.0	230.0	0.8605	KB733058.1	AF234172.1
21326.0	4984.0	0.8605	KB733058.1	AF234173.1
21348.0	2085.0	0.00036260000000000003	KB733188.1	KU760857.1
21348.0	5001.0	0.0007769999999999999	KB733188.1	AF503408.1
21348.0	230.0	0.007334	KB733188.1	AF234172.1
21348.0	4984.0	0.007334	KB733188.1	AF234173.1
21348.0	6160.0	0.019	KB733188.1	FO818745.1
21349.0	733.0	0.1158	KB733194.1	JQ307387.1
21353.0	239.0	0.5964	KB733358.1	AP000363.1
21353.0	2299.0	0.5964	KB733358.1	AP005153.1
21353.0	2300.0	0.5964	KB733358.1	AP005154.1
21353.0	3075.0	0.5964	KB733358.1	KJ909655.1
21353.0	3076.0	0.5964	KB733358.1	KP682372.1
21353.0	3077.0	0.5964	KB733358.1	KP682373.1
21353.0	3078.0	0.5964	KB733358.1	KP682375.1
21353.0	3079.0	0.5964	KB733358.1	KP682377.1
21353.0	3080.0	0.5964	KB733358.1	KP682378.1
21353.0	3081.0	0.5964	KB733358.1	KP682379.1
21353.0	3082.0	0.5964	KB733358.1	KP682380.1
21353.0	3083.0	0.5964	KB733358.1	KP682382.1
21353.0	3084.0	0.5964	KB733358.1	KP682383.1
21353.0	3085.0	0.5964	KB733358.1	KP682384.1
21353.0	3086.0	0.5964	KB733358.1	KP682385.1
21353.0	3087.0	0.5964	KB733358.1	KP682386.1
21353.0	3088.0	0.5964	KB733358.1	KP682387.1
21353.0	3089.0	0.5964	KB733358.1	KP682388.1
21353.0	3090.0	0.5964	KB733358.1	KP682389.1
21353.0	3091.0	0.5964	KB733358.1	KP682390.1
21353.0	3092.0	0.5964	KB733358.1	KP682392.1
21353.0	3093.0	0.5964	KB733358.1	KP682376.1
21353.0	3094.0	0.5964	KB733358.1	KP682391.1
21353.0	3096.0	0.5964	KB733358.1	AP012531.1
21353.0	3772.0	0.5964	KB733358.1	KU238069.1
21353.0	3774.0	0.5964	KB733358.1	KU238068.1
21355.0	4557.0	6.354e-05	KB733385.1	MF356679.1
21363.0	4557.0	0.8409	KB733436.1	MF356679.1
21367.0	1386.0	0.0009803	KB821726.1	KJ804259.1
21367.0	1253.0	0.04238	KB821726.1	KF929199.1
21367.0	7806.0	0.04427	KB821726.1	MH542234.1
21367.0	1778.0	0.04427	KB821726.1	KP027447.1
21367.0	4413.0	0.04427	KB821726.1	KF021268.1
21367.0	6770.0	0.04427	KB821726.1	MH321491.1
21367.0	6769.0	0.04427	KB821726.1	MH321490.1
21421.0	6446.0	0.029460000000000004	KB849842.1	KT588073.1
21421.0	3708.0	0.103	KB849842.1	KT588074.1
21431.0	5782.0	7.847e-16	KB850238.1	MG872834.1
21481.0	3892.0	0.014969999999999999	KB891296.1	KX507345.1
21481.0	1728.0	0.0155	KB891296.1	KT184390.1
21481.0	1809.0	0.0155	KB891296.1	KT152029.1
21481.0	2157.0	0.0155	KB891296.1	KX344445.1
21481.0	4717.0	0.0155	KB891296.1	MF541403.1
21481.0	4718.0	0.0155	KB891296.1	MF541404.1
21481.0	4721.0	0.0155	KB891296.1	MF541407.1
21481.0	4722.0	0.0155	KB891296.1	MF541408.1
21481.0	4723.0	0.0155	KB891296.1	MF541409.1
21481.0	4724.0	0.0155	KB891296.1	MF541410.1
21481.0	5085.0	0.0155	KB891296.1	KT124227.1
21481.0	5086.0	0.0155	KB891296.1	KT124229.1
21481.0	6242.0	0.0155	KB891296.1	MH171096.1
21481.0	1045.0	0.08043	KB891296.1	KC700556.1
21481.0	1065.0	0.08043	KB891296.1	KC700557.1
21481.0	1092.0	0.08043	KB891296.1	KC700558.1
21481.0	1810.0	0.08043	KB891296.1	KT184391.1
21481.0	3505.0	0.08043	KB891296.1	KT124228.1
21481.0	3893.0	0.08043	KB891296.1	KX507344.1
21481.0	4719.0	0.08043	KB891296.1	MF541405.1
21481.0	4720.0	0.08043	KB891296.1	MF541406.1
21481.0	6241.0	0.08043	KB891296.1	MH171095.1
21481.0	6243.0	0.08043	KB891296.1	MH171097.1
21481.0	6244.0	0.08043	KB891296.1	MH171098.1
21519.0	6114.0	0.07808999999999999	KB893653.1	MH128984.1
21520.0	3685.0	0.4528	KB893664.1	KT001913.1
21630.0	4053.0	3.5460000000000003e-38	KB898198.1	KX965989.1
21630.0	1763.0	2.9599999999999996e-32	KB898198.1	KT361652.1
21630.0	4161.0	2.9599999999999996e-32	KB898198.1	KP296795.1
21630.0	5646.0	2.9599999999999996e-32	KB898198.1	MG727701.1
21630.0	5647.0	2.9599999999999996e-32	KB898198.1	MG727702.1
21630.0	1780.0	1.2269999999999998e-31	KB898198.1	KT361651.1
21630.0	3614.0	1.2269999999999998e-31	KB898198.1	KT361653.1
21630.0	5648.0	6.118e-31	KB898198.1	MG727698.1
21630.0	1848.0	8.325e-31	KB898198.1	KP296792.1
21630.0	2291.0	6.928999999999999e-29	KB898198.1	KM983331.1
21630.0	2296.0	6.928999999999999e-29	KB898198.1	KM983334.1
21630.0	170.0	1.0220000000000001e-22	KB898198.1	AB016282.1
21630.0	5236.0	1.0220000000000001e-22	KB898198.1	HM072038.1
21630.0	1779.0	1.251e-19	KB898198.1	LK985322.1
21630.0	342.0	1.251e-19	KB898198.1	AY855346.1
21630.0	3609.0	1.673e-13	KB898198.1	KP861230.1
21630.0	3643.0	3.924e-08	KB898198.1	KR093646.1
21630.0	3649.0	3.924e-08	KB898198.1	KR093652.1
21630.0	3639.0	3.924e-08	KB898198.1	KR093643.1
21630.0	3638.0	3.924e-08	KB898198.1	KR093642.1
21630.0	3633.0	3.924e-08	KB898198.1	KR093637.1
21630.0	3648.0	3.924e-08	KB898198.1	KR093651.1
21630.0	3843.0	8.295e-08	KB898198.1	KX077892.1
21630.0	127.0	1.664e-07	KB898198.1	U24159.1
21630.0	203.0	1.664e-07	KB898198.1	AY027935.1
21630.0	1881.0	8.798e-05	KB898198.1	KP296796.1
21630.0	1111.0	0.00011570000000000001	KB898198.1	KF010834.1
21630.0	1818.0	0.00011570000000000001	KB898198.1	KT361649.1
21630.0	1917.0	0.00011570000000000001	KB898198.1	KP296791.1
21630.0	1946.0	0.00011570000000000001	KB898198.1	KP202972.1
21630.0	2006.0	0.00011570000000000001	KB898198.1	KP296793.1
21630.0	3601.0	0.00011570000000000001	KB898198.1	KP296794.1
21630.0	3613.0	0.00011570000000000001	KB898198.1	KT361650.1
21630.0	5643.0	0.00011570000000000001	KB898198.1	MG727695.1
21630.0	5645.0	0.00011570000000000001	KB898198.1	MG727696.1
21630.0	5649.0	0.00011570000000000001	KB898198.1	MG727699.1
21630.0	5650.0	0.00011570000000000001	KB898198.1	MG727700.1
21630.0	6780.0	0.00011570000000000001	KB898198.1	MH431931.1
21630.0	6781.0	0.00011570000000000001	KB898198.1	MH431935.1
21630.0	6782.0	0.00011570000000000001	KB898198.1	MH431936.1
21630.0	6783.0	0.00011570000000000001	KB898198.1	MH431937.1
21630.0	6787.0	0.00011570000000000001	KB898198.1	MH454078.1
21630.0	6792.0	0.00011570000000000001	KB898198.1	MH454083.1
21630.0	6793.0	0.00011570000000000001	KB898198.1	MH454084.1
21630.0	2027.0	0.001349	KB898198.1	KT887559.1
21630.0	3498.0	0.005186	KB898198.1	KC348604.1
21630.0	1722.0	0.05745	KB898198.1	KP137435.1
21630.0	1858.0	0.05745	KB898198.1	KP137433.1
21630.0	3598.0	0.05745	KB898198.1	KP137439.1
21630.0	1908.0	0.1659	KB898198.1	KT755656.1
21630.0	4231.0	0.1659	KB898198.1	KY363359.1
21696.0	1096.0	0.09679	KB902322.1	KC661280.1
21696.0	528.0	0.5785	KB902322.1	FJ174692.1
21696.0	1085.0	0.5785	KB902322.1	KC661278.1
21696.0	1363.0	0.5785	KB902322.1	JN398368.1
21696.0	1511.0	0.5785	KB902322.1	KM347889.1
21696.0	4846.0	0.5785	KB902322.1	JF704117.1
21696.0	6535.0	0.5785	KB902322.1	MH371123.1
21696.0	7711.0	0.5785	KB902322.1	MH669003.1
21696.0	7744.0	0.5785	KB902322.1	MH651183.1
21696.0	7749.0	0.5785	KB902322.1	MH651188.1
21709.0	1018.0	0.0006293	KB903850.1	HM114277.1
21709.0	195.0	0.003546	KB903850.1	AY129337.1
21709.0	399.0	0.003546	KB903850.1	DQ398053.1
21709.0	508.0	0.003546	KB903850.1	EU826468.1
21709.0	525.0	0.003546	KB903850.1	EU826467.1
21709.0	526.0	0.003546	KB903850.1	EU826471.1
21709.0	556.0	0.003546	KB903850.1	EU826469.2
21709.0	581.0	0.003546	KB903850.1	GQ303260.1
21709.0	1019.0	0.003546	KB903850.1	KC748970.1
21709.0	1048.0	0.003546	KB903850.1	KC691257.1
21709.0	1066.0	0.003546	KB903850.1	KC748968.1
21709.0	1297.0	0.003546	KB903850.1	JN624850.1
21709.0	1301.0	0.003546	KB903850.1	JN412588.1
21709.0	1310.0	0.003546	KB903850.1	JN699627.1
21709.0	1337.0	0.003546	KB903850.1	JN699626.1
21709.0	1361.0	0.003546	KB903850.1	JN412592.1
21709.0	1842.0	0.003546	KB903850.1	KT281790.1
21709.0	1954.0	0.003546	KB903850.1	JF704092.1
21709.0	1964.0	0.003546	KB903850.1	KF006817.1
21709.0	2169.0	0.003546	KB903850.1	KX752698.1
21709.0	3263.0	0.003546	KB903850.1	JF704096.1
21709.0	3264.0	0.003546	KB903850.1	JF704116.1
21709.0	3265.0	0.003546	KB903850.1	JN699625.1
21709.0	3266.0	0.003546	KB903850.1	JN699013.1
21709.0	3267.0	0.003546	KB903850.1	JQ911768.1
21709.0	3268.0	0.003546	KB903850.1	KF024734.1
21709.0	3269.0	0.003546	KB903850.1	KJ595575.1
21709.0	3270.0	0.003546	KB903850.1	KM881426.1
21709.0	3271.0	0.003546	KB903850.1	KR080196.1
21709.0	3413.0	0.003546	KB903850.1	KT321476.1
21709.0	3509.0	0.003546	KB903850.1	KT365398.1
21709.0	3916.0	0.003546	KB903850.1	KX721256.1
21709.0	3917.0	0.003546	KB903850.1	KX721255.1
21709.0	3919.0	0.003546	KB903850.1	KX781992.1
21709.0	4039.0	0.003546	KB903850.1	KX831080.1
21709.0	4538.0	0.003546	KB903850.1	JN204348.1
21709.0	4794.0	0.003546	KB903850.1	KX369583.1
21709.0	4813.0	0.003546	KB903850.1	GQ303262.1
21709.0	4814.0	0.003546	KB903850.1	KT365400.1
21709.0	4938.0	0.003546	KB903850.1	MF919493.1
21709.0	4939.0	0.003546	KB903850.1	MF919494.1
21709.0	4940.0	0.003546	KB903850.1	MF919495.1
21709.0	4945.0	0.003546	KB903850.1	MF919499.1
21709.0	4956.0	0.003546	KB903850.1	MF919513.1
21709.0	4962.0	0.003546	KB903850.1	MF919527.1
21709.0	5787.0	0.003546	KB903850.1	MG872839.1
21709.0	5832.0	0.003546	KB903850.1	MG812493.1
21709.0	5833.0	0.003546	KB903850.1	MG812494.1
21709.0	6017.0	0.003546	KB903850.1	MH051266.1
21709.0	6048.0	0.003546	KB903850.1	MH051260.1
21709.0	6049.0	0.003546	KB903850.1	MH051261.1
21709.0	6400.0	0.003546	KB903850.1	MH316561.1
21709.0	6401.0	0.003546	KB903850.1	MH316567.1
21709.0	7676.0	0.003546	KB903850.1	MH590593.1
21709.0	7716.0	0.003546	KB903850.1	MH669008.1
21709.0	7813.0	0.003546	KB903850.1	MH697586.1
21709.0	7814.0	0.003546	KB903850.1	MH697590.1
21716.0	378.0	0.9562	KB904197.1	EF207558.1
21752.0	3708.0	1.0989999999999999e-43	KB905548.1	KT588074.1
21752.0	1198.0	2.5860000000000004e-28	KB905548.1	KC814930.1
21752.0	3407.0	4.933e-25	KB905548.1	KY030782.1
21752.0	256.0	2.8569999999999998e-24	KB905548.1	AY605066.1
21752.0	166.0	1.101e-11	KB905548.1	AF447491.1
21752.0	4850.0	9.826e-09	KB905548.1	JQ347801.1
21752.0	3857.0	7.023e-08	KB905548.1	KX190833.1
21752.0	1669.0	9.294000000000001e-08	KB905548.1	KP682371.1
21752.0	1697.0	9.294000000000001e-08	KB905548.1	HQ424691.1
21752.0	2300.0	9.294000000000001e-08	KB905548.1	AP005154.1
21752.0	3074.0	9.294000000000001e-08	KB905548.1	FM180578.1
21752.0	3076.0	9.294000000000001e-08	KB905548.1	KP682372.1
21752.0	3077.0	9.294000000000001e-08	KB905548.1	KP682373.1
21752.0	3078.0	9.294000000000001e-08	KB905548.1	KP682375.1
21752.0	3079.0	9.294000000000001e-08	KB905548.1	KP682377.1
21752.0	3080.0	9.294000000000001e-08	KB905548.1	KP682378.1
21752.0	3081.0	9.294000000000001e-08	KB905548.1	KP682379.1
21752.0	3083.0	9.294000000000001e-08	KB905548.1	KP682382.1
21752.0	3084.0	9.294000000000001e-08	KB905548.1	KP682383.1
21752.0	3085.0	9.294000000000001e-08	KB905548.1	KP682384.1
21752.0	3086.0	9.294000000000001e-08	KB905548.1	KP682385.1
21752.0	3088.0	9.294000000000001e-08	KB905548.1	KP682387.1
21752.0	3089.0	9.294000000000001e-08	KB905548.1	KP682388.1
21752.0	3091.0	9.294000000000001e-08	KB905548.1	KP682390.1
21752.0	3096.0	9.294000000000001e-08	KB905548.1	AP012531.1
21752.0	3469.0	9.294000000000001e-08	KB905548.1	AP012530.1
21752.0	3471.0	9.294000000000001e-08	KB905548.1	AP012533.1
21752.0	3472.0	9.294000000000001e-08	KB905548.1	AP012534.1
21752.0	3473.0	9.294000000000001e-08	KB905548.1	AP012535.1
21752.0	3477.0	9.294000000000001e-08	KB905548.1	AP012539.1
21752.0	3670.0	9.294000000000001e-08	KB905548.1	KP682374.1
21752.0	3775.0	9.294000000000001e-08	KB905548.1	KU238070.1
21752.0	3475.0	9.294000000000001e-08	KB905548.1	AP012537.1
21752.0	512.0	1.627e-07	KB905548.1	FJ188381.1
21752.0	248.0	2.8440000000000003e-07	KB905548.1	AF547987.1
21752.0	1082.0	0.06472	KB905548.1	KC736978.1
21775.0	5658.0	0.01931	KB906648.1	MG784342.1
21775.0	7682.0	0.01931	KB906648.1	MH598512.1
21803.0	4344.0	0.2046	KB907867.1	KY653128.1
21803.0	4343.0	0.2201	KB907867.1	KY653127.1
21845.0	248.0	1.738e-23	KB913033.1	AF547987.1
21845.0	1198.0	1.77e-16	KB913033.1	KC814930.1
21845.0	673.0	1.0140000000000001e-15	KB913033.1	CP000625.2
21845.0	3708.0	7.648999999999999e-06	KB913033.1	KT588074.1
21845.0	2050.0	5.275e-05	KB913033.1	KU998236.1
21845.0	2118.0	5.275e-05	KB913033.1	KX557276.1
21845.0	3407.0	0.0001567	KB913033.1	KY030782.1
21845.0	3857.0	0.7976	KB913033.1	KX190833.1
21907.0	4867.0	0.2557	KB946332.1	AY766464.1
21961.0	6083.0	8.898e-07	KE136335.1	KM389251.1
21961.0	6083.0	8.898e-07	KE136335.1	KM389250.1
21961.0	6083.0	8.898e-07	KE136335.1	KM389249.1
21961.0	6083.0	8.898e-07	KE136335.1	KM389247.1
21961.0	6083.0	8.898e-07	KE136335.1	KM389248.1
21961.0	318.0	9.201e-05	KE136335.1	AY625898.1
21961.0	1689.0	0.0608	KE136335.1	LN898172.1
21961.0	2293.0	0.0608	KE136335.1	JX495041.1
21961.0	6072.0	0.0608	KE136335.1	KM389237.1
21961.0	6072.0	0.0608	KE136335.1	KM389241.1
21961.0	6072.0	0.0608	KE136335.1	KM389238.1
21961.0	6072.0	0.0608	KE136335.1	KM389240.1
21961.0	6072.0	0.0608	KE136335.1	KM389239.1
21961.0	6482.0	0.0608	KE136335.1	JX495043.1
21961.0	231.0	0.9849	KE136335.1	AF232233.1
21965.0	4867.0	0.2841	KE136476.1	AY766464.1
21969.0	1793.0	3.893999999999999e-74	KE136523.1	KT361654.1
21969.0	5075.0	3.893999999999999e-74	KE136523.1	KT361657.1
21969.0	5076.0	3.893999999999999e-74	KE136523.1	KT361656.1
21969.0	5643.0	3.893999999999999e-74	KE136523.1	MG727695.1
21969.0	4604.0	2.4879999999999998e-20	KE136523.1	MF197383.1
21969.0	6363.0	2.4879999999999998e-20	KE136523.1	MH271317.1
21983.0	239.0	0.9037	KE136715.1	AP000363.1
21983.0	2299.0	0.9037	KE136715.1	AP005153.1
21983.0	2300.0	0.9037	KE136715.1	AP005154.1
21983.0	3075.0	0.9037	KE136715.1	KJ909655.1
21983.0	3076.0	0.9037	KE136715.1	KP682372.1
21983.0	3077.0	0.9037	KE136715.1	KP682373.1
21983.0	3078.0	0.9037	KE136715.1	KP682375.1
21983.0	3079.0	0.9037	KE136715.1	KP682377.1
21983.0	3080.0	0.9037	KE136715.1	KP682378.1
21983.0	3081.0	0.9037	KE136715.1	KP682379.1
21983.0	3082.0	0.9037	KE136715.1	KP682380.1
21983.0	3083.0	0.9037	KE136715.1	KP682382.1
21983.0	3084.0	0.9037	KE136715.1	KP682383.1
21983.0	3085.0	0.9037	KE136715.1	KP682384.1
21983.0	3086.0	0.9037	KE136715.1	KP682385.1
21983.0	3087.0	0.9037	KE136715.1	KP682386.1
21983.0	3088.0	0.9037	KE136715.1	KP682387.1
21983.0	3089.0	0.9037	KE136715.1	KP682388.1
21983.0	3090.0	0.9037	KE136715.1	KP682389.1
21983.0	3091.0	0.9037	KE136715.1	KP682390.1
21983.0	3092.0	0.9037	KE136715.1	KP682392.1
21983.0	3093.0	0.9037	KE136715.1	KP682376.1
21983.0	3094.0	0.9037	KE136715.1	KP682391.1
21983.0	3096.0	0.9037	KE136715.1	AP012531.1
21983.0	3772.0	0.9037	KE136715.1	KU238069.1
21983.0	3774.0	0.9037	KE136715.1	KU238068.1
21994.0	4557.0	4.63e-05	KE136938.1	MF356679.1
21998.0	239.0	0.9368	KE137004.1	AP000363.1
21998.0	2299.0	0.9368	KE137004.1	AP005153.1
21998.0	2300.0	0.9368	KE137004.1	AP005154.1
21998.0	3075.0	0.9368	KE137004.1	KJ909655.1
21998.0	3076.0	0.9368	KE137004.1	KP682372.1
21998.0	3077.0	0.9368	KE137004.1	KP682373.1
21998.0	3078.0	0.9368	KE137004.1	KP682375.1
21998.0	3079.0	0.9368	KE137004.1	KP682377.1
21998.0	3080.0	0.9368	KE137004.1	KP682378.1
21998.0	3081.0	0.9368	KE137004.1	KP682379.1
21998.0	3082.0	0.9368	KE137004.1	KP682380.1
21998.0	3083.0	0.9368	KE137004.1	KP682382.1
21998.0	3084.0	0.9368	KE137004.1	KP682383.1
21998.0	3085.0	0.9368	KE137004.1	KP682384.1
21998.0	3086.0	0.9368	KE137004.1	KP682385.1
21998.0	3087.0	0.9368	KE137004.1	KP682386.1
21998.0	3088.0	0.9368	KE137004.1	KP682387.1
21998.0	3089.0	0.9368	KE137004.1	KP682388.1
21998.0	3090.0	0.9368	KE137004.1	KP682389.1
21998.0	3091.0	0.9368	KE137004.1	KP682390.1
21998.0	3092.0	0.9368	KE137004.1	KP682392.1
21998.0	3093.0	0.9368	KE137004.1	KP682376.1
21998.0	3094.0	0.9368	KE137004.1	KP682391.1
21998.0	3096.0	0.9368	KE137004.1	AP012531.1
21998.0	3772.0	0.9368	KE137004.1	KU238069.1
21998.0	3774.0	0.9368	KE137004.1	KU238068.1
22078.0	902.0	2.324e-18	KE340328.1	JQ011317.1
22078.0	2085.0	1.7940000000000002e-17	KE340328.1	KU760857.1
22078.0	5001.0	1.7940000000000002e-17	KE340328.1	AF503408.1
22078.0	6160.0	1.7940000000000002e-17	KE340328.1	FO818745.1
22115.0	6123.0	0.07431	KE352300.1	MH193369.1
22115.0	6151.0	0.07431	KE352300.1	MH203383.1
22115.0	679.0	0.07431	KE352300.1	GU815339.1
22164.0	5648.0	1.3709999999999992e-224	KE383866.1	MG727698.1
22164.0	1763.0	2.3479999999999993e-167	KE383866.1	KT361652.1
22164.0	1881.0	2.3479999999999993e-167	KE383866.1	KP296796.1
22164.0	1917.0	2.3479999999999993e-167	KE383866.1	KP296791.1
22164.0	4161.0	2.3479999999999993e-167	KE383866.1	KP296795.1
22164.0	256.0	1.241e-05	KE383866.1	AY605066.1
22164.0	3857.0	0.00043789999999999996	KE383866.1	KX190833.1
22164.0	6424.0	0.0007678	KE383866.1	MG543995.1
22177.0	1696.0	2.583e-06	KE384099.1	KP282676.1
22183.0	6777.0	0.09003	KE384151.1	MH444512.1
22200.0	4018.0	1.4089999999999998e-17	KE384350.1	KX911187.2
22201.0	4018.0	2.15e-13	KE384351.1	KX911187.2
22276.0	936.0	0.3297	KE387198.1	JQ066768.1
22293.0	239.0	0.9037	KE698839.1	AP000363.1
22293.0	2299.0	0.9037	KE698839.1	AP005153.1
22293.0	2300.0	0.9037	KE698839.1	AP005154.1
22293.0	3075.0	0.9037	KE698839.1	KJ909655.1
22293.0	3076.0	0.9037	KE698839.1	KP682372.1
22293.0	3077.0	0.9037	KE698839.1	KP682373.1
22293.0	3078.0	0.9037	KE698839.1	KP682375.1
22293.0	3079.0	0.9037	KE698839.1	KP682377.1
22293.0	3080.0	0.9037	KE698839.1	KP682378.1
22293.0	3081.0	0.9037	KE698839.1	KP682379.1
22293.0	3082.0	0.9037	KE698839.1	KP682380.1
22293.0	3083.0	0.9037	KE698839.1	KP682382.1
22293.0	3084.0	0.9037	KE698839.1	KP682383.1
22293.0	3085.0	0.9037	KE698839.1	KP682384.1
22293.0	3086.0	0.9037	KE698839.1	KP682385.1
22293.0	3087.0	0.9037	KE698839.1	KP682386.1
22293.0	3088.0	0.9037	KE698839.1	KP682387.1
22293.0	3089.0	0.9037	KE698839.1	KP682388.1
22293.0	3090.0	0.9037	KE698839.1	KP682389.1
22293.0	3091.0	0.9037	KE698839.1	KP682390.1
22293.0	3092.0	0.9037	KE698839.1	KP682392.1
22293.0	3093.0	0.9037	KE698839.1	KP682376.1
22293.0	3094.0	0.9037	KE698839.1	KP682391.1
22293.0	3096.0	0.9037	KE698839.1	AP012531.1
22293.0	3772.0	0.9037	KE698839.1	KU238069.1
22293.0	3774.0	0.9037	KE698839.1	KU238068.1
22294.0	2085.0	0.6173	KE698851.1	KU760857.1
22294.0	5001.0	0.6173	KE698851.1	AF503408.1
22298.0	239.0	0.1963	KE698992.1	AP000363.1
22298.0	2299.0	0.1963	KE698992.1	AP005153.1
22298.0	2300.0	0.1963	KE698992.1	AP005154.1
22298.0	3075.0	0.1963	KE698992.1	KJ909655.1
22298.0	3076.0	0.1963	KE698992.1	KP682372.1
22298.0	3077.0	0.1963	KE698992.1	KP682373.1
22298.0	3078.0	0.1963	KE698992.1	KP682375.1
22298.0	3079.0	0.1963	KE698992.1	KP682377.1
22298.0	3080.0	0.1963	KE698992.1	KP682378.1
22298.0	3081.0	0.1963	KE698992.1	KP682379.1
22298.0	3082.0	0.1963	KE698992.1	KP682380.1
22298.0	3083.0	0.1963	KE698992.1	KP682382.1
22298.0	3084.0	0.1963	KE698992.1	KP682383.1
22298.0	3085.0	0.1963	KE698992.1	KP682384.1
22298.0	3086.0	0.1963	KE698992.1	KP682385.1
22298.0	3087.0	0.1963	KE698992.1	KP682386.1
22298.0	3088.0	0.1963	KE698992.1	KP682387.1
22298.0	3089.0	0.1963	KE698992.1	KP682388.1
22298.0	3090.0	0.1963	KE698992.1	KP682389.1
22298.0	3091.0	0.1963	KE698992.1	KP682390.1
22298.0	3092.0	0.1963	KE698992.1	KP682392.1
22298.0	3093.0	0.1963	KE698992.1	KP682376.1
22298.0	3094.0	0.1963	KE698992.1	KP682391.1
22298.0	3096.0	0.1963	KE698992.1	AP012531.1
22298.0	3772.0	0.1963	KE698992.1	KU238069.1
22298.0	3774.0	0.1963	KE698992.1	KU238068.1
22305.0	239.0	1.073	KE699134.1	AP000363.1
22305.0	2299.0	1.073	KE699134.1	AP005153.1
22305.0	2300.0	1.073	KE699134.1	AP005154.1
22305.0	3075.0	1.073	KE699134.1	KJ909655.1
22305.0	3076.0	1.073	KE699134.1	KP682372.1
22305.0	3077.0	1.073	KE699134.1	KP682373.1
22305.0	3078.0	1.073	KE699134.1	KP682375.1
22305.0	3079.0	1.073	KE699134.1	KP682377.1
22305.0	3080.0	1.073	KE699134.1	KP682378.1
22305.0	3081.0	1.073	KE699134.1	KP682379.1
22305.0	3082.0	1.073	KE699134.1	KP682380.1
