qset	tset	eval	qsetname	tsetname	Count
19082.0	3403.0	2.02	JUAH01000016.1	JQ067085.2	1
22651.0	3403.0	7824.0	KI518841.1	JQ067085.2	2
29159.0	3403.0	0.01785	LLUL01000067.1	JQ067085.2	1
25391.0	3403.0	3.075	KN360883.1	JQ067085.2	1
18874.0	3403.0	2.281	JTQN01000022.1	JQ067085.2	1
18889.0	3403.0	0.04593	JTRC01000052.1	JQ067085.2	1
22653.0	3430.0	0.00028399999999999996	KI518883.1	JN811560.1	1
5221.0	3430.0	0.0008202	ASRD01000188.1	JN811560.1	1
21120.0	3433.0	1.139	JZWQ02000022.1	KF030445.1	1
18951.0	3450.0	0.001183	JTTG01000023.1	JX403939.1	1
1118.0	3450.0	15.5	AFXI01000001.1	JX403939.1	1
19103.0	3450.0	373.9	JUAY01000070.1	JX403939.1	1
27410.0	3450.0	2558.0	LGJE01000008.1	JX403939.1	1
29141.0	3450.0	3041.0	LLTU01000003.1	JX403939.1	1
29177.0	3450.0	244.6	LLVD01000010.1	JX403939.1	1
18847.0	3450.0	0.0004436	JTPQ01000004.1	JX403939.1	1
18879.0	3450.0	17.73	JTQR01000019.1	JX403939.1	1
18822.0	3450.0	0.08914	JTOV01000041.1	JX403939.1	1
4607.0	3470.0	147.0	APWM01000001.1	AP012532.1	1
10131.0	3498.0	7824.0	CEGO01000019.1	KC348604.1	2
10145.0	3498.0	78.71	CEIE01000024.1	KC348604.1	1
10102.0	3498.0	6.086	CEDO01000037.1	KC348604.1	1
2644.0	3498.0	7824.0	ALLH01000040.1	KC348604.1	1
2646.0	3498.0	47.57	ALLL01000005.1	KC348604.1	1
2651.0	3498.0	1091.0	ALMO01000003.1	KC348604.1	2
17772.0	3516.0	830.4	JQRD01000286.1	KF114877.1	1
1438.0	3516.0	0.3656	AHMF02000120.1	KF114877.1	1
1470.0	3516.0	0.002425	AHNF02000067.1	KF114877.1	1
3975.0	3516.0	5.369	AOUB01000010.1	KF114877.1	1
1038.0	3516.0	1482.0	AFLY02000013.1	KF114877.1	1
28082.0	3516.0	274.7	LHQT01000035.1	KF114877.1	1
29547.0	3548.0	7824.0	LNDH01000005.1	KJ010548.1	1
13472.0	3553.0	7824.0	FR720325.1	KJ094031.2	2
14089.0	3599.0	3.006e-07	HF929261.1	CP011970.1	2
29443.0	3599.0	1.6590000000000001e-06	LN614756.1	CP011970.1	1
6039.0	3599.0	1.26e-11	AVHP01000900.1	CP011970.1	3
6051.0	3599.0	0.001139	AVHR01000138.1	CP011970.1	2
6098.0	3599.0	32.38	AVHZ01000024.1	CP011970.1	1
6099.0	3599.0	179.2	AVHZ01000026.1	CP011970.1	1
20431.0	3599.0	7824.0	JYNK01000001.1	CP011970.1	1
6539.0	3599.0	2.4330000000000003	AVLD01000040.1	CP011970.1	2
6555.0	3599.0	81.43	AVLG01000023.1	CP011970.1	1
5857.0	3599.0	15.08	AVGM01000080.1	CP011970.1	1
6139.0	3599.0	0.01349	AVIG01000042.1	CP011970.1	1
6146.0	3599.0	20.43	AVII01000056.1	CP011970.1	1
6148.0	3599.0	13.14	AVII01000074.1	CP011970.1	1
6460.0	3599.0	0.2715	AVKO01000372.1	CP011970.1	1
14958.0	3599.0	3.248	JH379325.1	CP011970.1	1
14959.0	3599.0	0.0006368	JH379326.1	CP011970.1	3
14964.0	3599.0	0.2153	JH379592.1	CP011970.1	1
13715.0	3599.0	0.0012490000000000001	GG770746.1	CP011970.1	1
13716.0	3599.0	2.836e-17	GG770749.1	CP011970.1	4
6750.0	3599.0	0.00013869999999999998	AVMQ01000050.1	CP011970.1	1
6100.0	3599.0	7824.0	AVHZ01000032.1	CP011970.1	1
17299.0	3599.0	2.428e-05	JPPA01000059.1	CP011970.1	2
6677.0	3599.0	0.00032110000000000005	AVMD01000034.1	CP011970.1	1
6680.0	3599.0	2069.0	AVME01000026.1	CP011970.1	1
21421.0	3609.0	19.43	KB849842.1	KP861230.1	1
13662.0	3609.0	3.39	GG704573.1	KP861230.1	1
21958.0	3609.0	334.4	KB976987.1	KP861230.1	1
28827.0	3609.0	95.98	LLDR01000063.1	KP861230.1	1
14651.0	3609.0	3.7089999999999996	JEYH01000001.1	KP861230.1	1
2678.0	3609.0	7824.0	ALOH01000059.1	KP861230.1	1
29542.0	3609.0	0.07815	LNCV01000004.1	KP861230.1	2
20374.0	3609.0	1615.0	JYGV01000003.1	KP861230.1	1
5134.0	3609.0	43.8	ASER01000026.1	KP861230.1	1
11128.0	3614.0	5.163e-09	CP003355.1	KT361653.1	1
25866.0	3614.0	164.0	LAWY01000004.1	KT361653.1	1
10806.0	3655.0	1.0369999999999999e-11	CP002005.1	KR093628.1	1
11728.0	3655.0	1.244e-09	CP007669.1	KR093628.1	1
19661.0	3655.0	1.585e-13	JVKY01000043.1	KR093628.1	3
19559.0	3655.0	9.204000000000001e-08	JVFD01000037.1	KR093628.1	2
694.0	3655.0	1.677e-10	AEPC01000014.1	KR093628.1	1
723.0	3655.0	1.032e-06	AERF01000052.1	KR093628.1	1
724.0	3655.0	6.04e-06	AERG01000034.1	KR093628.1	1
726.0	3655.0	2.414e-09	AERH01000017.1	KR093628.1	1
10806.0	3657.0	3.7309999999999996e-17	CP002005.1	KR093630.1	2
19758.0	3657.0	5.641e-16	JVRZ01000045.1	KR093630.1	6
11728.0	3657.0	1.035e-06	CP007669.1	KR093630.1	2
11763.0	3657.0	1.472e-07	CP008804.1	KR093630.1	3
19661.0	3657.0	1.028e-10	JVKY01000043.1	KR093630.1	1
19559.0	3657.0	0.007281	JVFD01000037.1	KR093630.1	1
694.0	3657.0	3.3910000000000005e-10	AEPC01000014.1	KR093630.1	2
723.0	3657.0	435.7	AERF01000052.1	KR093630.1	1
725.0	3657.0	2.097	AERG01000050.1	KR093630.1	1
726.0	3657.0	7.826999999999999e-07	AERH01000017.1	KR093630.1	4
729.0	3657.0	0.03623	AERJ01000006.1	KR093630.1	1
10806.0	3658.0	5.6e-14	CP002005.1	KR093631.1	1
11763.0	3658.0	3.748e-08	CP008804.1	KR093631.1	1
19559.0	3658.0	0.001076	JVFD01000037.1	KR093631.1	2
10806.0	3659.0	3.435e-18	CP002005.1	KR093632.1	4
19758.0	3659.0	0.0003057	JVRZ01000045.1	KR093632.1	1
11728.0	3659.0	2.141e-07	CP007669.1	KR093632.1	5
11763.0	3659.0	7.751e-15	CP008804.1	KR093632.1	4
19661.0	3659.0	5.043	JVKY01000043.1	KR093632.1	1
19559.0	3659.0	86.24	JVFD01000037.1	KR093632.1	1
694.0	3659.0	1.764	AEPC01000014.1	KR093632.1	1
723.0	3659.0	0.00010229999999999999	AERF01000052.1	KR093632.1	1
726.0	3659.0	4211.0	AERH01000017.1	KR093632.1	1
19758.0	3660.0	0.2953	JVRZ01000045.1	KR093633.1	1
10399.0	3671.0	5.743e-16	CP000088.1	KT021004.1	10
25550.0	3671.0	652.5	KQ950180.1	KT021004.1	1
8606.0	3671.0	1.7080000000000002	BBGT01000003.1	KT021004.1	1
8613.0	3671.0	2.928	BBGT01000152.1	KT021004.1	1
8614.0	3671.0	6.922999999999999	BBGT01000183.1	KT021004.1	1
8615.0	3671.0	126.9	BBGT01000191.1	KT021004.1	1
8618.0	3671.0	8.317	BBGT01000787.1	KT021004.1	1
8620.0	3671.0	0.003759	BBGT01001046.1	KT021004.1	1
28966.0	3708.0	2207.0	LLJE01000076.1	KT588074.1	1
21421.0	3708.0	0.103	KB849842.1	KT588074.1	2
13662.0	3708.0	148.9	GG704573.1	KT588074.1	1
28827.0	3708.0	0.05264	LLDR01000063.1	KT588074.1	1
28817.0	3708.0	184.6	LLDD01000627.1	KT588074.1	1
14652.0	3708.0	57.77	JEYP01000007.1	KT588074.1	1
2995.0	3708.0	2.612	AMFP01000102.1	KT588074.1	1
2676.0	3708.0	144.3	ALOH01000057.1	KT588074.1	1
5134.0	3708.0	0.0007627	ASER01000026.1	KT588074.1	1
9909.0	3719.0	4.991e-05	CDBY01000057.1	KT898133.1	1
9936.0	3721.0	57.43	CDDH01000008.1	KT898134.1	1
18908.0	3722.0	0.01841	JTRU01000024.1	KT887557.1	1
18927.0	3722.0	2328.0	JTSM01000107.1	KT887557.1	1
18963.0	3722.0	2.951e-10	JTTV01000034.1	KT887557.1	1
18965.0	3722.0	1.7469999999999999	JTTX01000004.1	KT887557.1	1
18966.0	3722.0	5.185e-05	JTTX01000062.1	KT887557.1	1
18970.0	3722.0	15.19	JTTZ01000081.1	KT887557.1	1
18977.0	3722.0	7824.0	JTUG01000013.1	KT887557.1	1
18982.0	3722.0	0.004366	JTUL01000013.1	KT887557.1	1
18995.0	3722.0	7.598e-05	JTVJ01000027.1	KT887557.1	1
19288.0	3722.0	6.231	JUKR01000152.1	KT887557.1	1
11771.0	3722.0	0.04069	CP008856.1	KT887557.1	4
28995.0	3722.0	4.518e-06	LLLF01000016.1	KT887557.1	1
12552.0	3722.0	0.0008945	CUYA01000041.1	KT887557.1	1
28606.0	3722.0	38.53	LJNV01000038.1	KT887557.1	1
28665.0	3722.0	0.09342	LJZG01000292.1	KT887557.1	1
19333.0	3722.0	0.3763	JUOD01000149.1	KT887557.1	1
22930.0	3722.0	1.4729999999999997e-83	KI914552.1	KT887557.1	1
19030.0	3722.0	2.43e-07	JTXJ01000060.1	KT887557.1	1
19045.0	3722.0	2.852	JTYG01000005.1	KT887557.1	1
19063.0	3722.0	1.6280000000000001	JTZI01000017.1	KT887557.1	1
22659.0	3722.0	19.68	KI518955.1	KT887557.1	1
22668.0	3722.0	8.817e-06	KI519033.1	KT887557.1	2
22681.0	3722.0	1.1019999999999997e-97	KI519192.1	KT887557.1	1
29009.0	3722.0	0.06045	LLLS01000012.1	KT887557.1	1
29017.0	3722.0	1.042	LLMH01000044.1	KT887557.1	1
29063.0	3722.0	9.382000000000001e-06	LLOW01000060.1	KT887557.1	1
29083.0	3722.0	0.2638	LLPY01000050.1	KT887557.1	1
29095.0	3722.0	1258.0	LLQP01000085.1	KT887557.1	1
29814.0	3722.0	2.6839999999999997e-08	LORX01000003.1	KT887557.1	1
29134.0	3722.0	0.254	LLTE01000040.1	KT887557.1	1
29159.0	3722.0	10.88	LLUL01000067.1	KT887557.1	1
18852.0	3722.0	10.93	JTPS01000040.1	KT887557.1	1
18858.0	3722.0	742.0	JTQB01000014.1	KT887557.1	1
18859.0	3722.0	7824.0	JTQB01000015.1	KT887557.1	1
18879.0	3722.0	2.158	JTQR01000019.1	KT887557.1	1
29548.0	3722.0	7824.0	LNDM01000004.1	KT887557.1	1
18808.0	3722.0	0.002186	JTOD01000002.1	KT887557.1	1
18775.0	3722.0	2.742e-09	JTMW01000094.1	KT887557.1	3
18796.0	3722.0	90.02	JTNU01000022.1	KT887557.1	1
8731.0	3772.0	502.6	BBVF01000006.1	KU238069.1	1
4047.0	3773.0	3498.0	AOXI01000021.1	KU238067.1	1
16958.0	3775.0	7824.0	JOLL01000008.1	KU238070.1	1
10708.0	3791.0	0.0506	CP001683.1	JX006077.1	1
29677.0	3840.0	3.917e-06	LOFI01000013.1	KU747973.1	1
10199.0	3849.0	1173.0	CM000660.1	KX228399.1	1
14084.0	3849.0	7.636e-08	HF927743.1	KX228399.1	2
14091.0	3849.0	2.636	HF929281.1	KX228399.1	1
7076.0	3849.0	2.071e-10	AWZL01000003.1	KX228399.1	1
5856.0	3849.0	2.29	AVGM01000067.1	KX228399.1	1
6021.0	3849.0	0.014669999999999999	AVHN01000110.1	KX228399.1	1
6456.0	3849.0	78.96	AVKO01000159.1	KX228399.1	1
6491.0	3849.0	1.342e-05	AVKV01000125.1	KX228399.1	1
5961.0	3849.0	6.1610000000000005	AVHE01000030.1	KX228399.1	1
13712.0	3849.0	1.9140000000000002e-06	GG770710.1	KX228399.1	2
13714.0	3849.0	9.777999999999999	GG770713.1	KX228399.1	1
382.0	3849.0	0.251	ADEI01000055.1	KX228399.1	1
6698.0	3849.0	0.0009127	AVMH01000029.1	KX228399.1	1
22221.0	3851.0	108.2	KE386490.1	KX198613.1	1
20312.0	4053.0	19.79	JYCE01000095.1	KX965989.1	1
20313.0	4053.0	3.6	JYCE01000142.1	KX965989.1	1
12189.0	4053.0	0.00041840000000000003	CP012024.1	KX965989.1	1
14688.0	4065.0	628.3	JFDB01000077.1	KY000079.1	2
2678.0	4065.0	1.681	ALOH01000059.1	KY000079.1	1
8731.0	4513.0	3.68	BBVF01000006.1	KT363872.2	1
29436.0	4519.0	7.595e-09	LN600225.1	KU595433.1	1
18979.0	4833.0	0.6038	JTUH01000172.1	KT968832.1	1
29177.0	4833.0	1.127	LLVD01000010.1	KT968832.1	1
19052.0	4853.0	7824.0	JTYR01000018.1	AB910392.1	1
29081.0	4853.0	7824.0	LLPX01000006.1	AB910392.1	1
29175.0	4853.0	8.985e-06	LLVB01000043.1	AB910392.1	3
14419.0	4853.0	8.405e-10	JAQK01000082.1	AB910392.1	1
8742.0	5001.0	7824.0	BBVZ01000003.1	AF503408.1	1
10227.0	5001.0	72.35	CM001142.1	AF503408.1	1
12100.0	5074.0	1596.0	CP011098.1	KP137438.1	3
3773.0	5074.0	1424.0	AOGP01000054.1	KP137438.1	1
11290.0	5074.0	0.00145	CP004753.1	KP137438.1	1
4043.0	5119.0	0.09218	AOXE01000072.1	KU927498.1	1
4096.0	5119.0	18.5	AOYQ01000050.1	KU927498.1	1
11702.0	5119.0	7.341e-07	CP007540.1	KU927498.1	1
28330.0	5260.0	7.484	LISV01000019.1	KJ206563.1	1
4543.0	6066.0	7824.0	APUB01000099.1	KM209277.1	1
27409.0	6066.0	7824.0	LGIT01000003.1	KM209318.1	1
10271.0	6066.0	1.824e-08	CM001841.1	KM209320.1	3
10282.0	6066.0	109.7	CM001973.1	KM209320.1	1
10296.0	6066.0	1.599e-06	CM002023.1	KM209320.1	2
10296.0	6066.0	1.599e-06	CM002023.1	KM209275.1	1
10296.0	6066.0	1.599e-06	CM002023.1	KM209294.1	1
10296.0	6066.0	1.599e-06	CM002023.1	KM209299.1	1
3907.0	6066.0	7.655000000000001e-18	AOOB01000047.1	KM209320.1	1
11426.0	6066.0	28.02	CP006956.1	KM209313.1	1
25428.0	6066.0	1.603e-28	KQ046817.1	KM209299.1	1
3632.0	6066.0	68.73	ANRZ01000021.1	KM209277.1	1
16500.0	6160.0	7.071000000000001	JNQB01000011.1	FO818745.1	1
8658.0	6160.0	9.648999999999999e-08	BBMY01000068.1	FO818745.1	1
18465.0	6160.0	0.01056	JSMZ01000049.1	FO818745.1	1
8731.0	6160.0	1434.0	BBVF01000006.1	FO818745.1	1
1118.0	6171.0	0.0022600000000000003	AFXI01000001.1	LN610576.1	1
29095.0	6173.0	3401.0	LLQP01000085.1	LN610581.1	1
26034.0	6176.0	352.0	LBNQ01000033.1	LN610585.1	1
7440.0	6458.0	0.001883	AYUP01000237.1	KC139516.1	2
20466.0	6458.0	94.28	JYPW01000009.1	KC139516.1	1
20485.0	6458.0	1663.0	JYQI01000032.1	KC139516.1	1
4042.0	6458.0	1.18	AOXE01000040.1	KC139516.1	2
11702.0	6458.0	1014.0	CP007540.1	KC139516.1	1
780.0	6458.0	0.505	AESY01000001.1	KC139516.1	1
783.0	6458.0	1.199	AESY01000044.1	KC139516.1	1
18946.0	6476.0	0.2053	JTTE01000009.1	KJ959591.1	1
18964.0	6476.0	3452.0	JTTW01000020.1	KJ959591.1	1
18995.0	6476.0	4.849	JTVJ01000027.1	KJ959591.1	1
12552.0	6476.0	0.498	CUYA01000041.1	KJ959591.1	1
12560.0	6476.0	970.9	CUYG01000149.1	KJ959591.1	1
14563.0	6476.0	11.29	JDVE01000025.1	KJ959591.1	1
29000.0	6476.0	7824.0	LLLK01000002.1	KJ959591.1	1
19081.0	6476.0	1.001	JUAG01000032.1	KJ959591.1	1
19089.0	6476.0	0.0002454	JUAN01000025.1	KJ959591.1	1
5207.0	6476.0	3.9080000000000005e-06	ASQT01000139.1	KJ959591.1	1
22670.0	6476.0	12.43	KI519072.1	KJ959591.1	1
29081.0	6476.0	206.7	LLPX01000006.1	KJ959591.1	1
29170.0	6476.0	7824.0	LLUU01000084.1	KJ959591.1	1
18916.0	6482.0	7.205e-08	JTSF01000031.1	JX495043.1	1
18982.0	6482.0	1058.0	JTUL01000013.1	JX495043.1	1
18995.0	6482.0	489.6	JTVJ01000027.1	JX495043.1	1
19029.0	6482.0	1081.0	JTXG01000144.1	JX495043.1	1
19061.0	6482.0	7824.0	JTZG01000063.1	JX495043.1	1
19098.0	6482.0	511.1	JUAT01000009.1	JX495043.1	1
29075.0	6482.0	101.5	LLPH01000016.1	JX495043.1	1
18926.0	6485.0	8.347000000000001	JTSM01000100.1	KU199707.1	1
18982.0	6485.0	146.5	JTUL01000013.1	KU199707.1	1
19045.0	6485.0	0.846	JTYG01000005.1	KU199707.1	1
19072.0	6485.0	2536.0	JTZW01000012.1	KU199707.1	1
29024.0	6485.0	259.5	LLMR01000014.1	KU199707.1	1
7032.0	148.0	6.2010000000000005	AWVZ01000002.1	AF145054.1	1
7033.0	148.0	3.813e-06	AWVZ01000003.1	AF145054.1	1
11392.0	148.0	9.731999999999998e-07	CP006819.1	AF145054.1	1
10450.0	148.0	100.8	CP000419.1	AF145054.1	2
10369.0	148.0	0.1201	CM002369.1	AF145054.1	5
10370.0	148.0	0.0004918	CM002370.1	AF145054.1	4
10371.0	148.0	77.22	CM002371.1	AF145054.1	5
10372.0	148.0	7824.0	CM002372.1	AF145054.1	2
10379.0	148.0	6.478e-07	CM003135.1	AF145054.1	4
10392.0	148.0	6.38	CP000023.1	AF145054.1	1
13493.0	148.0	8.881e-08	FR875178.1	AF145054.1	6
12110.0	148.0	7824.0	CP011217.1	AF145054.1	1
10873.0	148.0	2.311	CP002340.1	AF145054.1	5
10912.0	220.0	7824.0	CP002464.1	AY459533.1	1
19296.0	256.0	7824.0	JULF01000074.1	AY605066.1	1
19751.0	256.0	12.91	JVQV01000092.1	AY605066.1	2
19708.0	256.0	2.8650000000000002e-08	JVNI01000061.1	AY605066.1	1
5768.0	298.0	6.662000000000001	AUZG01000013.1	AF085222.2	1
10369.0	298.0	0.2123	CM002369.1	AF085222.2	1
10131.0	374.0	7824.0	CEGO01000019.1	EF116926.2	1
10152.0	374.0	0.1584	CEJA01000039.1	EF116926.2	1
10100.0	374.0	7824.0	CEDH01000171.1	EF116926.2	3
10111.0	374.0	533.1	CEEL01000002.1	EF116926.2	3
2637.0	374.0	3692.0	ALKY01000039.1	EF116926.2	1
10370.0	582.0	406.0	CM002370.1	FJ236310.1	1
10372.0	582.0	6.766	CM002372.1	FJ236310.1	3
10379.0	582.0	0.1307	CM003135.1	FJ236310.1	1
10381.0	582.0	2207.0	CM003138.1	FJ236310.1	1
10382.0	582.0	9.05e-06	CM003139.1	FJ236310.1	4
13493.0	582.0	74.77	FR875178.1	FJ236310.1	2
10873.0	582.0	0.0008728	CP002340.1	FJ236310.1	1
11414.0	1238.0	7.462000000000001	CP006931.1	KC862301.1	1
127.0	1648.0	7824.0	ABDV01000023.1	CP000315.1	2
19411.0	1778.0	9.843	JUTX01000130.1	KP027447.1	1
10131.0	3495.0	32.73	CEGO01000019.1	KC348600.1	1
10132.0	3495.0	1710.0	CEGT01000052.1	KC348600.1	2
2651.0	3495.0	3782.0	ALMO01000003.1	KC348600.1	1
9861.0	3959.0	1.553e-08	CCYV01000047.1	KX620750.1	1
25142.0	5053.0	30.16	KK365580.1	KF751797.1	1
21421.0	6446.0	0.029460000000000004	KB849842.1	KT588073.1	1
21432.0	6446.0	7824.0	KB850261.1	KT588073.1	1
28847.0	6446.0	17.24	LLEG01000098.1	KT588073.1	1
14651.0	6446.0	16.41	JEYH01000001.1	KT588073.1	1
14652.0	6446.0	2.969	JEYP01000007.1	KT588073.1	1
5134.0	6446.0	0.00040060000000000003	ASER01000026.1	KT588073.1	1
10372.0	131.0	62.12	CM002372.1	AF304433.1	1
5796.0	180.0	0.01896	AVAQ01000005.1	X98106.1	1
19570.0	262.0	2.0419999999999997e-06	JVFY01000013.1	X52107.1	3
29173.0	262.0	2.7	LLUZ01000023.1	X52107.1	1
29548.0	262.0	96.24	LNDM01000004.1	X52107.1	2
18822.0	262.0	5.542e-05	JTOV01000041.1	X52107.1	2
457.0	310.0	3.52e-16	ADOA02000065.1	AJ560763.1	1
458.0	310.0	2.694	ADOA02000112.1	AJ560763.1	1
11151.0	310.0	1.117e-08	CP003496.1	AJ560763.1	3
615.0	310.0	2.001e-09	AEJK02000019.1	AJ560763.1	2
16102.0	377.0	0.2109	JMBM01000033.1	EF057797.1	2
12377.0	479.0	3.623e-09	CP014010.1	AM491472.1	1
9294.0	591.0	2680.0	CAUK01000004.1	FN391954.1	1
14950.0	591.0	1.321	JH378887.1	FN391954.1	1
17203.0	591.0	103.6	JPGB01000004.1	FN391954.1	1
19810.0	680.0	28.79	JVWP01000001.1	HQ268735.1	1
17198.0	680.0	29.33	JPFT01000005.1	HQ268735.1	1
13767.0	1398.0	7824.0	GL397179.1	HG799497.1	1
19255.0	1460.0	419.1	JUJD01000004.1	KM360178.1	1
19873.0	1481.0	1536.0	JWBQ01000045.1	KJ608188.1	1
2614.0	1595.0	2253.0	ALJN01000008.1	KM882824.1	1
17243.0	1722.0	3.736e-07	JPIZ01000015.1	KP137435.1	1
344.0	1722.0	307.2	ACZX01000015.1	KP137435.1	1
19620.0	1837.0	45.89	JVJA01000309.1	KR905067.1	1
19708.0	1837.0	0.1157	JVNI01000061.1	KR905067.1	1
11392.0	2064.0	32.07	CP006819.1	KU678392.1	1
10371.0	2064.0	16.71	CM002371.1	KU678392.1	3
19921.0	2064.0	1057.0	JWGQ01000008.1	KU678392.1	1
10873.0	2064.0	7824.0	CP002340.1	KU678392.1	1
11392.0	2151.0	7824.0	CP006819.1	KU678389.1	1
10370.0	2151.0	32.72	CM002370.1	KU678389.1	1
10372.0	2151.0	375.2	CM002372.1	KU678389.1	1
10873.0	2151.0	0.003268	CP002340.1	KU678389.1	2
12032.0	2161.0	0.00442	CP010341.1	KU984980.1	1
9852.0	2161.0	5.355e-10	CCYP01000076.1	KU984980.1	3
9861.0	2161.0	6.082999999999999e-14	CCYV01000047.1	KU984980.1	2
9869.0	2161.0	1.1130000000000001e-07	CDAB01000043.1	KU984980.1	2
9870.0	2161.0	0.00014350000000000002	CDAB01000048.1	KU984980.1	1
9874.0	2161.0	6.361e-15	CDAE01000047.1	KU984980.1	1
9876.0	2161.0	3.6010000000000003e-06	CDAH01000045.1	KU984980.1	1
13767.0	2255.0	7824.0	GL397179.1	KT337342.1	1
17203.0	2255.0	115.6	JPGB01000004.1	KT337342.1	1
13767.0	3411.0	810.8	GL397179.1	KJ617393.1	1
19880.0	3411.0	7824.0	JWCV01000096.1	KJ617393.1	1
19706.0	3411.0	1576.0	JVNG01000042.1	KJ617393.1	1
10150.0	3496.0	399.1	CEIV01000161.1	KC348601.1	1
2651.0	3496.0	7824.0	ALMO01000003.1	KC348601.1	1
10132.0	3497.0	1023.0	CEGT01000052.1	KC348602.1	1
10150.0	3497.0	399.1	CEIV01000161.1	KC348602.1	1
10095.0	3497.0	0.06277	CECW01000010.1	KC348602.1	1
10111.0	3497.0	533.1	CEEL01000002.1	KC348602.1	1
2651.0	3497.0	7824.0	ALMO01000003.1	KC348602.1	1
12335.0	3617.0	6.973e-05	CP013331.1	KR131710.1	1
12336.0	3617.0	3.793e-07	CP013334.1	KR131710.1	1
22953.0	3617.0	9.749e-09	KI965381.1	KR131710.1	2
11208.0	3617.0	0.033280000000000004	CP003723.1	KR131710.1	2
2842.0	3617.0	0.1548	ALVD01000003.1	KR131710.1	1
14386.0	3617.0	1.9099999999999997e-12	JANA01000075.1	KR131710.1	2
13963.0	3617.0	45.22	GL985141.1	KR131710.1	1
5358.0	3617.0	0.0007078	ATKF01000035.1	KR131710.1	1
12273.0	3617.0	0.06285	CP012716.1	KR131710.1	1
10270.0	3688.0	7.792000000000001	CM001840.1	LC063634.2	1
10372.0	3781.0	7824.0	CM002372.1	KU678391.1	2
20446.0	3781.0	115.9	JYOY01000017.1	KU678391.1	1
13990.0	3781.0	7824.0	HE613569.1	KU678391.1	1
28330.0	3793.0	43.55	LISV01000019.1	KX011028.1	1
9876.0	3961.0	0.0004058	CDAH01000045.1	KX620751.1	2
12280.0	4869.0	7824.0	CP012805.1	JQ965702.1	1
10098.0	5754.0	173.9	CEDD01000019.1	LK392619.1	1
5007.0	5754.0	7824.0	AQTU01000003.1	LK392619.1	1
19365.0	6490.0	7824.0	JUQX01000061.1	KT337344.1	1
19810.0	6500.0	0.024390000000000002	JVWP01000001.1	KT337359.1	1
19365.0	6502.0	204.3	JUQX01000061.1	KT337372.1	1
1964.0	6502.0	7824.0	AJRG02000003.1	KT337372.1	1
11338.0	279.0	0.4092	CP006591.1	AJ242593.1	1
12357.0	279.0	2.73e-06	CP013722.1	AJ242593.1	2
20414.0	279.0	8.095999999999999e-07	JYJO01000003.1	AJ242593.1	2
8.0	279.0	1658.0	AADQ01000049.1	AJ242593.1	1
30370.0	279.0	7.116e-13	LSPW01000001.1	AJ242593.1	2
11932.0	279.0	2446.0	CP009575.1	AJ242593.1	1
11933.0	279.0	0.006519	CP009576.1	AJ242593.1	1
8275.0	415.0	1.2890000000000002e-08	BAWP01000021.1	DQ453159.1	1
11787.0	415.0	228.4	CP008903.1	DQ453159.1	1
10741.0	415.0	6.404e-18	CP001794.1	DQ453159.1	1
28982.0	415.0	211.7	LLKS01000054.1	DQ453159.1	1
20309.0	415.0	0.000133	JYBP01000003.1	DQ453159.1	1
20318.0	415.0	2.393e-07	JYCF01000054.1	DQ453159.1	1
20319.0	415.0	1.024e-06	JYCF01000075.1	DQ453159.1	2
14734.0	415.0	1.759e-06	JFHZ01000015.1	DQ453159.1	1
14784.0	415.0	0.005787	JGCJ01000137.1	DQ453159.1	1
20436.0	415.0	2541.0	JYNW01000007.1	DQ453159.1	1
8193.0	415.0	4.492e-14	BASG01000069.1	DQ453159.1	2
10905.0	415.0	6.1810000000000005e-18	CP002442.1	DQ453159.1	1
28446.0	415.0	59.3	LJAJ01000001.1	DQ453159.1	1
8937.0	415.0	3.6280000000000002e-06	BCPV01000070.1	DQ453159.1	1
20325.0	415.0	0.0019420000000000001	JYCG01000141.1	DQ453159.1	1
20326.0	415.0	2.583e-13	JYCG01000142.1	DQ453159.1	1
26471.0	415.0	1.0710000000000001e-11	LDNS01000046.1	DQ453159.1	2
26472.0	415.0	6.408e-07	LDNS01000095.1	DQ453159.1	1
26473.0	415.0	1.479	LDNS01000148.1	DQ453159.1	1
26490.0	415.0	2.342e-20	LDNZ01000139.1	DQ453159.1	2
10998.0	415.0	7.811e-07	CP002835.1	DQ453159.1	2
10194.0	677.0	10.37	CM000604.1	GU949551.1	1
10199.0	677.0	1.398e-07	CM000660.1	GU949551.1	1
14091.0	677.0	288.3	HF929281.1	GU949551.1	1
13412.0	677.0	4.263000000000001e-22	FN665652.1	GU949551.1	5
6049.0	677.0	53.9	AVHR01000084.1	GU949551.1	1
6051.0	677.0	2.262	AVHR01000138.1	GU949551.1	1
6083.0	677.0	7824.0	AVHW01000095.1	GU949551.1	1
20432.0	677.0	6.765e-06	JYNK01000007.1	GU949551.1	1
6555.0	677.0	0.278	AVLG01000023.1	GU949551.1	1
5843.0	677.0	25.26	AVGJ01000211.1	GU949551.1	1
5861.0	677.0	0.02345	AVGM01000151.1	GU949551.1	1
5865.0	677.0	36.91	AVGN01000031.1	GU949551.1	1
6173.0	677.0	0.2413	AVIM01000060.1	GU949551.1	3
6174.0	677.0	0.00042219999999999996	AVIM01000093.1	GU949551.1	3
6182.0	677.0	0.6613	AVIN01000136.1	GU949551.1	1
17301.0	677.0	11.17	JPPA01000086.1	GU949551.1	1
